exp_name,experimenter,phone,location,description,date,time,experiment_type,temperature_c,start_floor,source
UriyaCohenEliya_acroBuilding_GooglePixel10_15-04-2026_exp4,Uriya Cohen-Eliya,Google Pixel 10,בניין אקרו נדלן,בניין אקרו נדלן מעלית שחייבים לצאת החוצה בכל פעם,15.4.2026,14:13,train,30,Ground Floor,experiment
