segment_idx,type,start_ms,end_ms,raw_dh_m,corrected_dh_m,estimated_end_alt_m,snapped_floor,snap_distance_m
3,down,1776252250150,1776252267400,-13.858927321610636,-15.639999999999995,21.33107267838936,Floor 4,1.781072678389361
5,down,1776252290246,1776252301204,-5.989915006532442,-7.82,13.56008499346756,Floor 2,1.8300849934675585
22,outside,1776252787670,1776252815894,1.5177907620411304,0.0,36.70779076204113,Floor 8,1.5177907620411304
