exp_name,experimenter,phone,location,description,date,time,experiment_type,temperature_c,start_floor,source
UriyaCohenEliya_acroBuilding_SamsungSM-A235F_15-04-2026_exp4,Uriya Cohen-Eliya,Samsung SM-A235F,בניין אקרו נדלן,בניין אקרו נדלן מעלית שחייבים לצאת החוצה בכל פעם,15.4.2026,14:13,train,30,Ground Floor,experiment
