exp,gt_idx,type,algo,eps_s,pred_dh,true_dh,abs_err,accepted,reject_reason,n_ride_samples
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,zupt,0.0,-2.7849402867766573,-3.0,0.21505971322334272,True,,526
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,trapezoid,0.0,-2.5878287044206356,-3.0,0.4121712955793644,True,,526
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,zupt,0.25,-2.7821887676570167,-3.0,0.21781123234298327,True,,550
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,trapezoid,0.25,-2.595371110439825,-3.0,0.40462888956017506,True,,550
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,zupt,0.5,-2.7798688374088534,-3.0,0.22013116259114662,True,,576
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,trapezoid,0.5,-2.5219465860557237,-3.0,0.47805341394427625,True,,576
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,zupt,0.75,-2.774671251235421,-3.0,0.22532874876457898,True,,600
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,trapezoid,0.75,-2.6131121428663846,-3.0,0.3868878571336154,True,,600
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,zupt,1.0,-2.7825472691615167,-3.0,0.21745273083848327,True,,626
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,trapezoid,1.0,-2.6414007773870942,-3.0,0.3585992226129058,True,,626
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,zupt,1.25,-2.776386726381885,-3.0,0.22361327361811512,True,,650
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,trapezoid,1.25,-2.552853260828126,-3.0,0.447146739171874,True,,650
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,zupt,1.5,-2.8303272654827123,-3.0,0.1696727345172877,True,,676
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,trapezoid,1.5,-2.6610585146987176,-3.0,0.33894148530128243,True,,676
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,zupt,2.0,-2.5667425339191983,-3.0,0.43325746608080173,True,,726
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,trapezoid,2.0,-2.6789010543996814,-3.0,0.3210989456003186,True,,726
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,zupt,2.5,-2.4670451500048696,-3.0,0.5329548499951304,True,,776
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,trapezoid,2.5,-2.6145272692741197,-3.0,0.3854727307258803,True,,776
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,zupt,3.0,-2.2620921519113617,-3.0,0.7379078480886383,True,,826
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,13,down,trapezoid,3.0,-2.652582265542323,-3.0,0.347417734457677,True,,826
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,zupt,0.0,20.5341132941141,18.0,2.5341132941141,True,,1309
RoyTurgeman_Haari3_SamsungGalaxyZFlip6_10-4-2026,15,up,trapezoid,0.0,20.673407225055087,18.0,2.6734072250550867,True,,1309
