timestamp_ms,lat,lon,alt,exp_name
1776250626710,32.192287,34.883987,-0.060699463,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250628110,32.192394,34.883938,37.897644,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250629123,32.19239,34.884003,39.21057,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
1776250630091,32.192383,34.883965,50.163452,eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3
