exp_name,experimenter,phone,location,description,date,time,experiment_type,temperature_c,start_floor
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp3,Eyal Yakir,Samsung SM-S911B,מלון פרמיה מלניום,"מעלית מהצד שצמודה למלון מחוץ למלון, מעלית חיצונית. ללא מדרגות",15.4.2026,13:57,train,30,Ground Floor
