segment_idx,type,start_ms,end_ms,raw_dh_m,corrected_dh_m,estimated_end_alt_m,snapped_floor,snap_distance_m
1,outside,1776254779015,1776255520539,2.2876598001634534,0.0,2.2876598001634534,Ground Floor,2.2876598001634534
14,down,1776255661777,1776255676680,-10.800700283455512,-7.48,6.539299716544488,Floor 1,3.320700283455512
16,down,1776255684595,1776255696590,-5.283094773788292,-9.86,4.576905226211707,Ground Floor,4.576905226211707
38,down,1776256170969,1776256190369,-18.91362739896816,-21.08,2.1663726010318385,Ground Floor,2.1663726010318385
40,up,1776256198363,1776256211631,8.212320157272785,9.86,8.212320157272785,Floor 1,1.6476798427272143
59,outside,1776256462120,1776256500340,1.9183263019528451,0.0,1.9183263019528451,Ground Floor,1.9183263019528451
