segment_idx,type,start_ms,end_ms,raw_dh_m,corrected_dh_m,estimated_end_alt_m,snapped_floor,snap_distance_m
2,outside,1776253689098,1776253704022,-1.561558670498414,0.0,43.438441329501586,Floor 11,1.561558670498414
14,outside,1776253888035,1776253902000,6.111777999823005,7.699999999999999,12.611777999823005,Floor 3,1.5882220001769944
19,up,1776253960453,1776253980132,22.780858041206002,16.900000000000006,60.080858041206,Top Roof Level,5.880858041205997
25,up,1776254109848,1776254138050,41.4750518549328,24.6,71.07505185493281,Top Roof Level,16.875051854932806
26,outside,1776254138050,1776254151818,1.9171695871372236,0.0,56.11716958713723,Top Roof Level,1.9171695871372236
27,down,1776254151818,1776254179343,-45.42320528101517,-43.85,8.776794718984831,Floor 2,1.5732052810151682
30,outside,1776254302776,1776254355124,2.300785718457945,4.2,-1.8992142815420552,Ground Floor,1.8992142815420552
