exp_name,experimenter,phone,location,description,date,time,experiment_type,temperature_c,start_floor,source
eyalyakir_milleniumOutside_Xiaomi22101320I_15-04-2026_exp3,Eyal Yakir,Xiaomi 22101320I,מלון פרמיה מלניום,"מעלית מהצד שצמודה למלון מחוץ למלון, מעלית חיצונית. ללא מדרגות",15.4.2026,13:57,train,30,Ground Floor,experiment
