exp,gt_idx,status,type,t_start_s,t_end_s,pred_idxs,pos_r2,pos_A,neg_r2,neg_A,pair_joint_r2,pair_A_abs,pair_heatmap_energy,pair_gap_s,pair_W,pair_frac_flat,pair_reject_flags
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,0,clean,up,742.578,776.274,0,0.9530160602194035,0.4194137087377588,0.9517425024521209,-0.41882624089387294,0.9523788135549304,0.41911997481581587,0.5783726615901686,24.366999999999962,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,1,clean,down,782.437,795.387,1,0.9579940857901014,0.6254202693368349,0.9529335895458946,-0.6138466147468736,0.9553804853352882,0.6196334420418542,0.5819422648147694,1.927000000000021,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,2,clean,down,803.421,818.402,2,0.954315146567018,0.4878118671400398,0.9531920077411513,-0.47702555070855707,0.9536343345822931,0.48241870892429844,0.6824849054896934,3.6550000000000864,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,3,clean,down,825.879,836.719,3,0.9513376560684784,0.6965864477041441,0.9490464430598203,-0.6729421984511811,0.9499085904051323,0.6847643230776626,0.55943413249354,2.7210000000000036,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,4,clean,down,845.152,858.501,4,0.9547555285601352,0.6463230250993987,0.9551879473682645,-0.6241796894130425,0.9546813860939887,0.6352513572562206,0.5415186040869135,1.766999999999939,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,5,clean,down,865.34,876.339,5,0.9521716491372356,0.6870743665014154,0.9526708808377446,-0.685208303923642,0.9524195038341001,0.6861413352125287,0.5816683786879542,2.4629999999999654,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,6,clean,down,883.816,898.719,6,0.9569408961009747,0.5259013597943205,0.9559507499532266,-0.529298727354583,0.9564359080721174,0.5276000435744518,0.7053410008554465,3.1370000000000573,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,7,clean,down,906.634,918.629,7,0.9524919250459668,0.694139244228623,0.9485635799265648,-0.6508639285723461,0.9495408142207156,0.6725015864004845,0.5031065744245776,1.6480000000000246,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,8,clean,up,926.583,940.092,8,0.9561611461853894,0.6103843043387616,0.9544727894836615,-0.6145247004941141,0.9553060523983766,0.6124545024164378,0.6125157504517917,2.0650000000000546,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,9,clean,up,947.649,960.998,9,0.954424279428702,0.633867940004243,0.9539390769886518,-0.6494564979514763,0.9540408255812738,0.6416622189778597,0.541248286096489,1.766999999999939,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,10,clean,up,969.152,980.192,10,0.9539876849475635,0.6666005117193424,0.9555834899420952,-0.7261040344342754,0.9481242322786132,0.6971572437292698,0.5967287434801528,2.840000000000032,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,11,clean,up,987.55,1001.018,11,0.9530232971115371,0.6302193475810715,0.9518337491605324,-0.6442354821937725,0.9523132830505365,0.6372274148874219,0.5360501737686486,1.7469999999999573,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,12,clean,up,1009.252,1024.394,12,0.9543664419650588,0.477025441696756,0.9532431067507732,-0.47846890070263565,0.9538025975709774,0.4777471711996959,0.6760142917715558,3.6129999999999427,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,13,clean,up,1031.99,1045.579,13,0.9582131936105546,0.6416478356287574,0.9526574337106719,-0.6476955610054778,0.9554142909493486,0.6446716983171176,0.524758796361304,1.7070000000001073,0.3931034482758621,0.8,
eyalyakir_beitYitzchakiRaanana_Xiaomi22101320I_15-04-2026_exp6,14,clean,up,1054.053,1064.536,14,0.9500817401720336,0.662672829204205,0.9502690416616897,-0.7099573059667851,0.9490438315373719,0.686315067585495,0.553441987751162,2.67899999999986,0.3931034482758621,0.8,
