exp,kind,gt_idx,type,duration_s,true_dh,status,oracle_pred_dh,oracle_ci,oracle_accepted
UriyaCohenEliya_acroBuilding_GooglePixel10_15-04-2026_exp4,train,8,up,25.216000000000008,25.78,clean,32.17573730159361,3.6666805619475515,False
UriyaCohenEliya_acroBuilding_GooglePixel10_15-04-2026_exp4,train,9,down,25.45400000000018,-31.28,clean,-29.87615590694532,3.6149294511234875,False
UriyaCohenEliya_acroBuilding_GooglePixel10_15-04-2026_exp4,train,10,up,21.47199999999998,23.5313,clean,22.843176251507685,2.477371127396769,False
UriyaCohenEliya_acroBuilding_GooglePixel10_15-04-2026_exp4,train,11,down,20.794000000000096,-22.5398,clean,-22.539844333945194,2.074020999644465,False
UriyaCohenEliya_acroBuilding_SamsungSM-A235F_15-04-2026_exp4,train,0,up,23.46199999999999,27.0788,clean,26.307375711950453,2.6885974958182413,False
UriyaCohenEliya_acroBuilding_SamsungSM-A235F_15-04-2026_exp4,train,1,down,17.25,-15.639999999999995,clean,-14.95781558293739,2.1220533826595323,False
UriyaCohenEliya_acroBuilding_SamsungSM-A235F_15-04-2026_exp4,train,2,down,10.95799999999997,-3.7073,clean,-3.8653036298941696,0.7555687478398343,True
UriyaCohenEliya_acroBuilding_SamsungSM-A235F_15-04-2026_exp4,train,3,up,17.528999999999996,15.1485,clean,15.638933315311771,1.8918705879690072,False
UriyaCohenEliya_acroBuilding_SamsungSM-A235F_15-04-2026_exp4,train,4,up,15.855999999999995,11.172,clean,11.172039295953544,2.1157722674415114,False
UriyaCohenEliya_acroBuilding_SamsungSM-A235F_15-04-2026_exp4,train,5,down,19.322000000000003,-15.639999999999995,clean,-19.834286751379437,2.3665309916175845,False
UriyaCohenEliya_acroBuilding_SamsungSM-A235F_15-04-2026_exp4,train,6,down,13.269000000000005,-7.82,clean,-7.727839453189199,1.3957027774049746,False
UriyaCohenEliya_acroBuilding_SamsungSM-A235F_15-04-2026_exp4,train,7,down,13.347999999999956,-7.82,clean,-7.729825909475169,1.2517473896095679,False
UriyaCohenEliya_acroBuilding_SamsungSM-A235F_15-04-2026_exp4,train,8,up,25.216000000000008,25.78,clean,32.63152128559372,3.428355618466567,False
UriyaCohenEliya_acroBuilding_SamsungSM-A235F_15-04-2026_exp4,train,9,down,25.45399999999995,-31.28,clean,-30.266181152281607,3.254506600252503,False
UriyaCohenEliya_acroBuilding_SamsungSM-A235F_15-04-2026_exp4,train,10,up,21.47199999999998,23.5313,clean,24.307648937967716,2.6680653374797836,False
UriyaCohenEliya_acroBuilding_SamsungSM-A235F_15-04-2026_exp4,train,11,down,20.79399999999987,-22.5398,clean,-21.44987803220319,2.6223785369178834,True
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,0,up,26.807999999999993,41.73,clean,43.33818142372636,4.039397251069195,False
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,1,down,26.251999999999953,-38.5,clean,-45.542324016623695,4.512887361748514,False
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,2,up,17.451000000000022,19.25,clean,15.106075741522044,5.494718696328533,False
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,3,up,11.038999999999987,3.8500000000000014,clean,3.914415417051921,1.0838289572278397,False
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,4,down,11.67599999999993,-3.8500000000000014,clean,-3.6636367738500217,0.7905665035941553,False
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,5,down,18.602999999999952,-18.1045,clean,-18.14757035980624,1.8855611242237522,False
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,6,up,12.391999999999939,6.4894,clean,6.472678198905859,1.1711427610586786,False
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,7,up,15.817000000000007,11.55,clean,12.541755311120358,2.8703972079025277,False
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,8,up,13.188999999999965,7.699999999999996,clean,7.54460413133101,1.4609671502736996,False
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,9,up,19.678999999999974,16.900000000000006,clean,17.83801715403126,3.1039502042689526,False
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,10,down,13.268000000000029,-6.200000000000003,clean,-7.5542627429528775,2.0885454920701205,False
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,11,down,13.539999999999964,-3.8500000000000014,clean,-3.848664694695591,0.7913552470245213,True
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,12,down,15.271000000000072,-11.549999999999995,clean,-11.422772809444462,1.5410873622689467,True
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,13,up,28.201999999999998,24.6,clean,27.06597785692136,7.859690369144907,False
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,14,down,27.524999999999977,-43.85,clean,-42.95455073687944,3.9816256503043763,False
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,15,down,16.692999999999984,-14.55,clean,-13.361786536581844,1.288377026365428,True
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,16,up,16.692000000000007,12.9993,clean,12.862524456710746,1.6474264686948576,False
UriyaCohenEliya_beitMansour1_GooglePixel10_15-04-2026_exp5,train,17,down,20.62900000000002,-20.1042,clean,-22.103049791916856,4.7402994705976464,False
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,0,up,26.807999999999993,41.73,clean,40.3714031136917,3.5586490019948793,False
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,1,down,26.251999999999953,-38.5,clean,-42.03485936005873,3.6850845496497433,False
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,2,up,17.451000000000022,19.25,clean,17.684096879847903,4.26930728626645,False
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,3,up,11.038999999999987,3.8500000000000014,clean,3.961730352363677,0.9068573864721955,False
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,4,down,11.676000000000045,-3.8500000000000014,clean,-4.058424168036603,0.8866589453906092,False
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,5,down,18.602999999999952,-18.1045,clean,-18.14555707774691,1.7776861247812663,True
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,6,up,12.392000000000053,6.4894,clean,6.551914559240329,1.1302177136508342,False
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,7,up,15.817000000000007,11.55,clean,11.898966481502882,1.908008321082296,False
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,8,up,13.188999999999965,7.699999999999996,clean,8.094842652332447,1.6236735030494147,False
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,9,up,19.678999999999974,16.900000000000006,clean,18.211232854137045,3.021066467181905,False
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,10,down,13.268000000000029,-6.200000000000003,clean,-8.113695334639837,1.6647363151366332,False
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,11,down,13.539999999999964,-3.8500000000000014,clean,-3.899580211688265,0.8017108486119021,True
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,12,down,15.270999999999958,-11.549999999999995,clean,-11.580320272334216,1.5593306334879442,True
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,13,up,28.201999999999998,24.6,clean,35.51700683081001,4.915115360053714,False
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,14,down,27.524999999999977,-43.85,clean,-41.79293354884817,3.876041833980473,False
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,15,down,16.692999999999984,-14.55,clean,-13.502624507225264,1.3056308559683103,True
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,16,up,16.692000000000007,12.9993,clean,13.136100802249421,1.9256591061641493,False
UriyaCohenEliya_beitMansour1_SamsungSM-A235F_15-04-2026_exp5,train,17,down,20.62900000000002,-20.1042,clean,-19.595762756602312,6.23819452750525,False
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,0,up,33.696000000000026,49.0667,clean,49.947944262367855,4.498326120103594,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,1,down,12.949999999999932,-7.479999999999997,clean,-7.95225858433851,1.1789790861891132,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,2,down,14.980999999999995,-11.2143,clean,-11.16630905250779,1.0401714377499267,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,3,down,10.840000000000032,-3.7399999999999984,clean,-3.695700328987733,0.7836564936123758,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,4,down,13.349000000000046,-7.48,clean,-7.6014827588621365,1.1590434829507827,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,5,down,10.999000000000024,-3.7399999999999984,clean,-3.717990645172678,0.7861878153095008,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,6,down,14.90300000000002,-10.3703,clean,-10.32591277051055,0.966374070319369,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,7,down,11.99499999999989,-5.3634,clean,-5.139369996829701,0.9523403662434561,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,8,up,13.509000000000015,8.1724,clean,8.08201087135756,1.1956185975187474,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,9,up,13.348999999999933,7.48,clean,7.6474051380336485,1.1647274079097114,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,10,up,11.040000000000077,3.7399999999999984,clean,3.7008622987276953,0.7847574040776042,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,11,up,13.467999999999961,7.48,clean,7.634454502660672,1.1616941993136796,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,12,up,15.142000000000053,11.220000000000002,clean,11.112883768116522,1.0535432468419696,True
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,13,up,13.58900000000017,7.479999999999997,clean,7.180754079571278,1.1917520215275847,False
UriyaCohenEliya_beitYitzchakiRaanana_GooglePixel10_15-04-2026_exp6,test,14,up,10.482999999999947,3.740000000000002,clean,4.112480413554655,0.8503529365708342,False
