exp_name,experimenter,phone,location,description,date,time,experiment_type,temperature_c,start_floor,source
eyalyakir_beitMansour1_Xiaomi22101320I_15-04-2026_exp5,Eyal Yakir,Xiaomi 22101320I,בית מנצור 1,בית מנצור 1 מעלית שחייבים לצאת החוצה בכל פעם,15.4.2026,14:38,train,30,Ground Floor,experiment
