time_s,ax_ms2,ay_ms2,az_ms2
47.449,-0.111864455,7.6552377,6.3631134
47.469,-0.2009971,7.6959157,6.4008007
47.489,-0.2536392,7.7001033,6.5647087
47.509,-0.26620153,7.6833534,6.645467
47.529,-0.18903299,7.669595,6.5401826
47.549,-0.1585245,7.6678,6.4528446
47.569,-0.14895321,7.663613,6.416952
47.589,-0.18843478,7.6576304,6.3996043
47.609,-0.2536392,7.636095,6.3696938
47.629,-0.23988047,7.603792,6.411568
47.649,-0.13220344,7.515856,6.337391
47.669,-0.018544376,7.5613194,6.3074803
47.689,-0.033499517,7.539784,6.2991056
47.709,-0.1369891,7.539784,6.3541408
47.729,-0.19381863,7.4997044,6.3643103
47.749,-0.10707881,7.5236325,6.341578
47.769,-0.040677983,7.5290165,6.411568
47.789,-0.0059820567,7.4913297,6.418747
47.809,-0.039481573,7.5116687,6.396613
47.829,-0.13339986,7.524829,6.281758
47.849,-0.18364914,7.5906315,6.236892
47.869,-0.23688944,7.5900335,6.3571315
47.889,-0.16570297,7.561918,6.419345
47.909,-0.071186475,7.537391,6.419345
47.929,-0.046061836,7.5212398,6.407979
47.949,-0.068793654,7.513463,6.382256
47.969,-0.15314065,7.499106,6.3367925
47.989,-0.1896312,7.519445,6.322436
48.009,-0.22013968,7.4913297,6.439684
48.029,-0.21655045,7.484151,6.501299
48.049,-0.14596218,7.4697943,6.4289165
48.069,-0.14057833,7.437491,6.390033
48.089,-0.18305093,7.436893,6.233901
48.109,-0.2015953,7.501499,5.9970117
48.129,-0.22013968,7.5146594,6.067002
48.149,-0.24885355,7.451848,6.3164535
48.169,-0.20518455,7.4213395,6.477969
48.189,-0.16091733,7.407581,6.5276203
48.209,-0.10049855,7.4015985,6.416952
48.229,-0.03589234,7.390831,6.233901
48.249,-0.04007978,7.393822,6.2027946
48.269,-0.08793623,7.399804,6.265008
48.289,-0.1369891,7.3830543,6.2470617
48.309,-0.16331014,7.4183483,6.1920266
48.329,-0.16869399,7.460821,6.2727847
48.349,-0.18065812,7.476374,6.4444695
48.369,-0.16271193,7.4446692,6.32423
48.389,-0.13399807,7.4566336,6.2105713
48.409,-0.12502499,7.422536,6.283552
48.429,-0.076570325,7.389036,6.279963
48.449,-0.017347964,7.359724,6.213562
48.469,0.0017946169,7.3268228,6.230312
48.489,-0.02871387,7.3375907,6.281758
48.509,-0.07298109,7.3340015,6.209375
48.529,-0.09990034,7.3345995,6.1435723
48.549,-0.13519448,7.307082,6.2255263
48.569,-0.10827523,7.312466,6.281758
48.588,-0.084346995,7.3160553,6.244669
48.608,-0.123828575,7.3345995,6.101698
48.628,-0.12263216,7.36451,6.0083776
48.648,-0.06999006,7.3770723,6.136992
48.668,0.0029910284,7.3920274,6.2991056
