exp_name,experimenter,phone,location,description,date,time,experiment_type
UriyaCohenEliya_milleniumHotel_GooglePixel_15-04-2026_exp2,Uriya Cohen-Eliya,Google Pixel 10,מלון פרמיה מלניום,רק בבניין בלי מדרגות מגוון קומות ואוטיזם במעלית,15.4.2026,13:20,train
