exp_name,experimenter,phone,location,description,date,time,experiment_type,temperature_c,start_floor,source
eyalyakir_beitMansour1_SamsungSM-S911B_15-04-2026_exp5,Eyal Yakir,Samsung SM-S911B,בית מנצור 1,בית מנצור 1 מעלית שחייבים לצאת החוצה בכל פעם,15.4.2026,14:38,train,30,Ground Floor,experiment
