exp_name,experimenter,phone,location,description,date,time,experiment_type,temperature_c,start_floor,source
eyalyakir_milleniumHotel_SamsungSM-S911B_15-04-2026_exp2,Eyal Yakir,Samsung SM-S911B,מלון פרמיה מלניום,רק בבניין בלי מדרגות מגוון קומות ואוטיזם במעלית,15.4.2026,13:20,train,30,Floor 12,experiment
