exp_name,experimenter,phone,location,description,date,time,experiment_type
UriyaCohenEliya_milleniumHotel_GooglePixel_15-04-2026_exp3,Uriya Cohen-Eliya,Samsung SM-A235F,מלון פרמיה מלניום,"מעלית מהצד שצמודה למלון מחוץ למלון, מעלית חיצונית. ללא מדרגות",15.4.2026,13:21,train
