segment_idx,type,start_ms,end_ms,raw_dh_m,corrected_dh_m,estimated_end_alt_m,snapped_floor,snap_distance_m
7,down,1776243991704,1776244008318,-15.116403283759709,-16.625,35.458596716240294,Floor 3,1.508596716240291
14,outside,1776244062950,1776244142828,1.6737590022241449,0.0,21.273759002224146,Mezzanine,1.6737590022241449
