r2_peak_thresh,min_peak_abs_a,nms_radius_s,same_sign_min_gap_s,min_ride_s,max_ride_s,joint_r2_thresh,min_pair_abs_a,heatmap_energy_thresh,w_min_s,w_max_s,n_w,f_min,f_max,n_f,noise_sigma_multiplier,n_gt,n_pred,clean,missed,gt_merged,gt_split,fp,pred_merged,pred_split_part,f1_like,recall,precision,miss_rate,merge_rate,fp_rate,iou_f1@0.5,iou_precision@0.5,iou_recall@0.5,iou_mean@0.5,iou_tp@0.5,iou_fp@0.5,iou_fn@0.5
0.8,0.5,0.5,3.0,0.0,30.0,0.75,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,394,229,177,6,3,156,3,6,0.5661310259579728,0.5518072289156627,0.5812182741116751,0.42650602409638555,0.007614213197969543,0.39593908629441626,0.3016069221260816,0.3096446700507614,0.29397590361445786,0.5932525544687122,122,272,293
0.8,0.5,0.5,3.0,0.0,45.0,0.75,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,402,229,175,8,3,163,4,6,0.5605875152998776,0.5518072289156627,0.5696517412935324,0.42168674698795183,0.009950248756218905,0.4054726368159204,0.29865361077111385,0.3034825870646766,0.29397590361445786,0.5932525544687122,122,280,293
0.8,0.5,0.5,3.0,0.0,60.0,0.75,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,406,230,174,8,3,166,4,6,0.5602923264311814,0.5542168674698795,0.5665024630541872,0.41927710843373495,0.009852216748768473,0.4088669950738916,0.2971985383678441,0.30049261083743845,0.29397590361445786,0.5932525544687122,122,284,293
0.8,0.5,0.5,3.0,0.0,90.0,0.75,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,407,230,171,11,3,166,5,6,0.559610705596107,0.5542168674698795,0.5651105651105651,0.41204819277108434,0.012285012285012284,0.40786240786240785,0.2992700729927007,0.3022113022113022,0.2963855421686747,0.5929131895836907,123,284,292
0.8,0.5,0.5,3.0,0.0,120.0,0.75,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,410,230,164,18,3,167,7,6,0.5575757575757576,0.5542168674698795,0.5609756097560976,0.39518072289156625,0.01707317073170732,0.4073170731707317,0.29818181818181816,0.3,0.2963855421686747,0.5929131895836907,123,287,292
0.8,0.5,0.5,3.0,0.0,180.0,0.75,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,410,230,164,18,3,167,7,6,0.5575757575757576,0.5542168674698795,0.5609756097560976,0.39518072289156625,0.01707317073170732,0.4073170731707317,0.29818181818181816,0.3,0.2963855421686747,0.5929131895836907,123,287,292
