r2_peak_thresh,min_peak_abs_a,nms_radius_s,same_sign_min_gap_s,min_ride_s,max_ride_s,joint_r2_thresh,min_pair_abs_a,heatmap_energy_thresh,w_min_s,w_max_s,n_w,f_min,f_max,n_f,noise_sigma_multiplier,n_gt,n_pred,clean,missed,gt_merged,gt_split,fp,pred_merged,pred_split_part,f1_like,recall,precision,miss_rate,merge_rate,fp_rate,iou_f1@0.5,iou_precision@0.5,iou_recall@0.5,iou_mean@0.5,iou_tp@0.5,iou_fp@0.5,iou_fn@0.5
0.8,0.5,0.5,3.0,0.0,120.0,0.5,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,424,237,161,14,3,176,5,6,0.564958283671037,0.5710843373493976,0.5589622641509434,0.38795180722891565,0.01179245283018868,0.41509433962264153,0.29558998808104886,0.29245283018867924,0.2987951807228916,0.5929115024090127,124,300,291
0.8,0.5,0.5,3.0,0.0,120.0,0.6,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,419,235,163,14,3,173,5,6,0.5635491606714629,0.5662650602409639,0.5608591885441527,0.3927710843373494,0.011933174224343675,0.4128878281622912,0.29496402877697836,0.2935560859188544,0.2963855421686747,0.5929131895836907,123,296,292
0.8,0.5,0.5,3.0,0.0,120.0,0.7,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,414,233,163,16,3,169,6,6,0.5621230398069964,0.5614457831325301,0.5628019323671497,0.3927710843373494,0.014492753623188406,0.4082125603864734,0.29674306393244865,0.2971014492753623,0.2963855421686747,0.5929131895836907,123,291,292
0.8,0.5,0.5,3.0,0.0,120.0,0.75,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,410,230,164,18,3,167,7,6,0.5575757575757576,0.5542168674698795,0.5609756097560976,0.39518072289156625,0.01707317073170732,0.4073170731707317,0.29818181818181816,0.3,0.2963855421686747,0.5929131895836907,123,287,292
0.8,0.5,0.5,3.0,0.0,120.0,0.8,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,401,230,169,14,2,162,5,4,0.5637254901960784,0.5542168674698795,0.57356608478803,0.4072289156626506,0.012468827930174564,0.40399002493765584,0.2965686274509804,0.30174563591022446,0.29156626506024097,0.5904300108672853,121,280,294
0.8,0.5,0.5,3.0,0.0,120.0,0.85,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,382,226,173,15,1,149,5,2,0.5671267252195734,0.5445783132530121,0.5916230366492147,0.41686746987951806,0.013089005235602094,0.3900523560209424,0.30363864491844417,0.31675392670157065,0.29156626506024097,0.5904300108672853,121,261,294
0.8,0.5,0.5,3.0,0.0,120.0,0.9,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,342,217,185,12,1,119,4,2,0.5733157199471598,0.5228915662650603,0.6345029239766082,0.4457831325301205,0.011695906432748537,0.347953216374269,0.3276089828269485,0.36257309941520466,0.2987951807228916,0.5955405548739059,124,218,291
