r2_peak_thresh,min_peak_abs_a,nms_radius_s,same_sign_min_gap_s,min_ride_s,max_ride_s,joint_r2_thresh,min_pair_abs_a,heatmap_energy_thresh,w_min_s,w_max_s,n_w,f_min,f_max,n_f,noise_sigma_multiplier,n_gt,n_pred,clean,missed,gt_merged,gt_split,fp,pred_merged,pred_split_part,f1_like,recall,precision,miss_rate,merge_rate,fp_rate,iou_f1@0.5,iou_precision@0.5,iou_recall@0.5,iou_mean@0.5,iou_tp@0.5,iou_fp@0.5,iou_fn@0.5
0.55,0.5,0.5,3.0,0.0,120.0,0.75,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,411,231,163,18,3,167,7,6,0.559322033898305,0.5566265060240964,0.5620437956204379,0.3927710843373494,0.0170316301703163,0.40632603406326034,0.29782082324455206,0.29927007299270075,0.2963855421686747,0.5929131895836907,123,288,292
0.65,0.5,0.5,3.0,0.0,120.0,0.75,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,411,231,163,18,3,167,7,6,0.559322033898305,0.5566265060240964,0.5620437956204379,0.3927710843373494,0.0170316301703163,0.40632603406326034,0.29782082324455206,0.29927007299270075,0.2963855421686747,0.5929131895836907,123,288,292
0.7,0.5,0.5,3.0,0.0,120.0,0.75,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,411,231,163,18,3,167,7,6,0.559322033898305,0.5566265060240964,0.5620437956204379,0.3927710843373494,0.0170316301703163,0.40632603406326034,0.29782082324455206,0.29927007299270075,0.2963855421686747,0.5929131895836907,123,288,292
0.75,0.5,0.5,3.0,0.0,120.0,0.75,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,411,231,163,18,3,167,7,6,0.559322033898305,0.5566265060240964,0.5620437956204379,0.3927710843373494,0.0170316301703163,0.40632603406326034,0.29782082324455206,0.29927007299270075,0.2963855421686747,0.5929131895836907,123,288,292
0.8,0.5,0.5,3.0,0.0,120.0,0.75,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,410,230,164,18,3,167,7,6,0.5575757575757576,0.5542168674698795,0.5609756097560976,0.39518072289156625,0.01707317073170732,0.4073170731707317,0.29818181818181816,0.3,0.2963855421686747,0.5929131895836907,123,287,292
0.85,0.5,0.5,3.0,0.0,120.0,0.75,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,405,228,166,18,3,164,7,6,0.5560975609756098,0.5493975903614458,0.562962962962963,0.4,0.01728395061728395,0.4049382716049383,0.29756097560975614,0.3012345679012346,0.29397590361445786,0.5901818280850366,122,283,293
0.9,0.5,0.5,3.0,0.0,120.0,0.75,0.5,0.3,0.4,3.0,30,0.05,0.8,15,6.0,415,398,224,172,16,3,162,6,6,0.5510455104551045,0.5397590361445783,0.5628140703517588,0.41445783132530123,0.01507537688442211,0.40703517587939697,0.3001230012300123,0.3065326633165829,0.29397590361445786,0.5901818280850366,122,276,293
