segment_idx,type,start_ms,end_ms,raw_dh_m,corrected_dh_m,estimated_end_alt_m,snapped_floor,snap_distance_m
1,up,1776253663794,1776253690602,43.25235154309074,41.73,46.52235154309074,Floor 11,1.5223515430907426
2,outside,1776253690602,1776253705526,-2.252549890995411,-3.8500000000000014,42.74745010900459,Floor 10,1.5974501090045905
5,up,1776253742600,1776253760051,16.327843728238065,18.05,16.327843728238065,Floor 4,1.7221562717619356
8,outside,1776253783107,1776253811050,-1.757103303569309,0.0,27.84289669643069,Floor 7,1.757103303569309
11,down,1776253839959,1776253858562,-17.415696157925822,-19.25,8.334303842074178,Floor 1,1.8343038420741773
19,up,1776253961957,1776253981636,21.03974717755557,19.25,46.78974717755557,Floor 11,1.789747177555569
21,down,1776253997234,1776254010502,-9.312903802133944,-7.700000000000003,35.687096197866055,Floor 9,1.6129038021339426
