segment_idx,type,start_ms,end_ms,raw_dh_m,corrected_dh_m,estimated_end_alt_m,snapped_floor,snap_distance_m
1,outside,1776254777323,1776255518847,2.483920042208496,0.0,2.483920042208496,Ground Floor,2.483920042208496
14,down,1776255660085,1776255674988,-10.71887275014025,-7.48,6.62112724985975,Floor 1,3.238872750140249
16,down,1776255682903,1776255694898,-4.96316618989556,-9.86,4.89683381010444,Ground Floor,4.89683381010444
18,up,1776255702852,1776255716361,8.24821727875623,9.86,8.24821727875623,Floor 1,1.6117827212437703
38,down,1776256169277,1776256188677,-18.682311350192396,-21.08,2.397688649807605,Ground Floor,2.397688649807605
59,outside,1776256460428,1776256503028,2.186787182468052,0.0,2.186787182468052,Ground Floor,2.186787182468052
