segment_idx,type,start_ms,end_ms,raw_dh_m,corrected_dh_m,estimated_end_alt_m,snapped_floor,snap_distance_m
3,down,1776252247725,1776252264975,-17.593373001913278,-15.639999999999997,17.59662699808672,Floor 4,1.9533730019132811
4,outside,1776252264975,1776252287821,1.8055568271808937,0.0,21.355556827180894,Floor 4,1.8055568271808937
7,up,1776252322582,1776252340111,10.050907731463738,11.73,25.69090773146374,Floor 6,1.6790922685362624
9,up,1776252372356,1776252388212,13.853062623947295,15.639999999999997,41.2230626239473,Floor 10,1.7869373760526983
21,up,1776252763773,1776252785245,19.966030960682914,21.87,25.466030960682914,Floor 6,1.9039690393170865
22,outside,1776252785245,1776252813469,5.520687972393432,3.91,32.89068797239344,Floor 7,1.6106879723934355
